system:index,S1_VH,S1_VV,S1_VV_div_VH,.geo
183,-15.715412914847,-9.87491758112005,3.8375101164338297,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.06051603331899,37.67772355147565]}"
184,-15.968265045633192,-8.442345664467343,5.657075020541173,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.03698017287506,37.70539166222653]}"
185,-20.195055707173346,-12.736103041271992,5.570513955613048,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.02790718850545,37.70557132528335]}"
186,-18.730477046670018,-12.178187544496616,4.520942153976676,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.0133544809027,37.707817113493654]}"
187,-18.744178489440316,-11.396198674062544,5.4299768937981545,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.01083919810718,37.72039352747132]}"
188,-25.395076828767625,-16.618766074774094,7.5445106407047815,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.00598829557293,37.72838853349999]}"
189,-18.78787211981681,-12.821330505478283,3.9505190596669975,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.27422523941102,37.374272648500074]}"
190,-21.00729834588664,-14.151006234552494,4.848743508037346,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.32974112396961,37.38145917077303]}"
191,-20.255849895335352,-12.375747527609292,6.137764723440731,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.29847975208224,37.385950747193625]}"
192,-22.47349670523779,-14.821750920189494,5.823372597438426,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.30234250780396,37.399066150341774]}"
193,-19.55915549870094,-10.987289587730924,7.197581498258769,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.30476795907109,37.403827221347605]}"
194,-21.76208153725895,-14.272113186417029,5.610438874169983,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.28248974002491,37.41334936335927]}"
195,-19.639425838851047,-7.008363491343554,18.32762687969298,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.34429383157234,37.41802060283669]}"
196,-23.039468146615484,-14.870524957297658,6.559856195669305,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.26910484229154,37.425476619694884]}"
197,-20.576808078952467,-13.38482030857785,5.238401439048022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.34483282074281,37.42700375567789]}"
198,-19.04421001699215,-10.07546715512918,7.886318018879087,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.34141922266316,37.44470056677504]}"
199,-15.011571585266765,-9.067750245349112,3.9299057416140957,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.35103119620324,37.6525707235203]}"
200,-20.359580191346364,-11.97118294395508,6.8998511961516495,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.27000315757566,37.66236236011721]}"
201,-14.472188357899364,-8.221112813565425,4.2180095086469125,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.29291019732071,37.671076018373164]}"
202,-13.741612319425606,-8.727929324449486,3.172256526048517,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.350761701618,37.6780828775893]}"
203,-15.697693821940726,-10.1372611378373,3.5978517847849125,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.30665442116774,37.6871558619589]}"
204,-14.370636723400175,-8.833686784611295,3.5784503335360056,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.33207674370831,37.702876379431]}"
205,-17.31462027203357,-11.115799501381103,4.1675620729651675,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.2965932899856,37.723268136380504]}"
206,-19.540034165326638,-13.263459913619084,4.242847528349527,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.31860201444653,37.736473371057066]}"
207,-17.58323879716129,-11.99339618152866,3.6222987129800197,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.21529575677278,37.36933191443742]}"
208,-22.29093427905489,-12.769147549677331,8.957332030323117,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.19463450523803,37.3714878711193]}"
209,-19.63253077205013,-12.251358839958346,5.47163593612539,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.22320093127303,37.37364382780119]}"
210,-19.969593890654032,-12.974144153521937,5.006623963402011,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.2417062261259,37.3737336593296]}"
211,-22.835272126205474,-11.40547911596559,13.898863860461661,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.19400568453915,37.39053215514264]}"
212,-19.574869931519906,-8.746661979806792,12.100987022041503,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.23766380734736,37.39493390003482]}"
213,-23.740952552568068,-15.974072404625119,5.979818670072718,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.19517349440851,37.398616992699715]}"
214,-19.45730993980687,-12.634285823657644,4.811742871808154,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.23937060638718,37.40310856912031]}"
215,-23.783255376610775,-13.977852284604587,9.561814392301045,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.17217662313504,37.40643233567155]}"
216,-21.90637838481912,-14.571845293638729,5.413190476901978,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.18619034156731,37.407869640126144]}"
217,-22.64638986132089,-13.550234370418803,8.121112918339746,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.17343426453282,37.42376982065506]}"
218,-22.139068540706866,-13.29251539286999,7.667527014586938,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.25482162927403,37.426913924149474]}"
219,-22.22184519506713,-13.981396250427164,6.668757028084115,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.22859082297775,37.431315669041666]}"
220,-18.97834941490984,-7.945584763518742,12.68459090303275,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.23766380734736,37.4315851636269]}"
221,-19.93058406386348,-13.52926987048756,4.366479437554587,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.21340929467613,37.4413768002238]}"
222,-20.10104989937117,-9.396073299932,11.76244646851821,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.22733318157998,37.44595820817281]}"
223,-24.10495080867498,-16.095594922145708,6.323180636805922,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.19705995650516,37.44676669192852]}"
224,-25.128998675411296,-15.955799939305312,8.266465805475928,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.20227018515305,37.457995632980015]}"
225,-17.457571050125686,-11.165221560968078,4.258287198555666,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.25580977608656,37.45907361132095]}"
226,-19.463203792846997,-7.892575593515418,14.356970893942504,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.25185718883644,37.459163442849366]}"
227,-16.011252669595535,-9.931493557209958,4.05486043964191,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.5853118223016,37.27707493475834]}"
228,-16.42420362028298,-10.631256713957006,3.795724565983111,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.54946904246525,37.2880343812246]}"
229,-17.110633976943035,-10.270239844714244,4.831026427261277,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.60121200283052,37.30123961590115]}"
230,-17.364672796693025,-11.910624458206264,3.5107898479432595,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.56474040229527,37.30366506716828]}"
231,-16.09159242670563,-10.508516837643315,3.616658967243703,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.59294750221663,37.306809170662696]}"
232,-23.3021135034511,-13.23578477813646,10.153899779331875,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.55081651539142,37.311570241668534]}"
233,-16.735584502634055,-10.850053476642696,3.8775115720732805,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.59079154553474,37.33025519957822]}"
234,-16.35410607107894,-5.851533785853495,11.226832120877276,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.60480526396701,37.33052469416345]}"
235,-15.699817665158841,-9.33738270655568,4.3275639653114935,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.62034611838227,37.330884020277104]}"
236,-15.287969245047421,-9.325588229765234,3.946736222015499,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.62501735785969,37.33295014543057]}"
237,-16.477142277732227,-10.455771670092062,4.000709898725407,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.57057945164205,37.34795201067537]}"
238,-17.119405204095017,-11.040607513960785,4.053962891609883,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.59465430125645,37.35100628264138]}"
239,-16.305523595307378,-9.951259143712393,4.319430048430829,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.59591194265423,37.351635103340264]}"
240,-16.28569158612408,-10.81528376402969,3.524039618092563,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.61091380789902,37.3519045979255]}"
241,-17.91719642058272,-8.124192544612058,9.534554106074088,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.55755388002231,37.364750506488406]}"
242,-17.141604316285644,-10.651774797413442,4.456387546250022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.60875785121713,37.365199664130465]}"
243,-17.77221063556111,-9.772045638143943,6.309813163044165,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.60390694868289,37.36537932718729]}"
244,-20.410912029838492,-14.623438024179524,3.7909442750519813,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.3597448544592,37.74087511594925]}"
245,-14.018639128672199,-5.810956592685533,6.618632287712895,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.44499497492214,37.75821260093276]}"
246,-16.27325591388344,-10.149895160929793,4.0957748537390675,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.35956519140238,37.78965363587694]}"
247,-15.737001912967958,-9.769374833212687,3.9515065665145634,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.43807794723442,37.802948702081906]}"
248,-18.819188163888214,-12.738339008962711,4.055878303163308,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.38498751394296,37.80348769125238]}"
249,-21.64115558070153,-10.681933479750725,12.471601055668376,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.44256952365502,37.80447583806491]}"
250,-19.318040920730432,-11.945552098279423,5.460707095729101,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.40915219508577,37.813189496320874]}"
251,-22.79675370455403,-13.709941878112128,8.103659464872997,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.3657635668628,37.81336915937769]}"
252,-14.957995646428389,-9.177128099532998,3.7851818997978954,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.37330941524941,37.826125236412196]}"
253,-17.427522401051718,-12.309014061407565,3.249756596404626,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.15214419229918,37.738359833153716]}"
254,-20.627387401687514,-12.64978834770862,6.277112400873444,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.09411302494506,37.73844966468213]}"
255,-16.420972409706515,-10.328403299720055,4.066838356815972,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.16543925850415,37.749768437262034]}"
256,-16.340601252304463,-5.820639770589413,11.271874589220147,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.14001693596356,37.75650580189293]}"
257,-15.5402938308685,-9.676949808942947,3.857752862563343,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.09240622590524,37.774831433688966]}"
258,-18.01939323269585,-11.84344880628624,4.145667268358609,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.09680797079741,37.78327559735969]}"
259,-16.8715582907832,-10.611954434976333,4.226300620647561,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.1125284882695,37.78381458653016]}"
260,-17.70395520268931,-10.847489547488992,4.8489372674661,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.09644864468376,37.78444340722905]}"
261,-16.567120506005047,-11.2714750805996,3.385045748813756,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.1650799323905,37.7863298693257]}"
262,-18.222427584903194,-12.610919099569522,3.640414609074018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.17046982409522,37.79657066356466]}"
263,-14.997128835431386,-9.359418335570082,3.662444481376153,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.10659960739432,37.8021402183262]}"
264,-15.161212147317897,-9.526407311806445,3.659994927992603,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.16705622601556,37.80672162627521]}"
265,-16.044870073860118,-9.742215750796994,4.268403155619427,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.11576242329234,37.80860808837186]}"
266,-15.654482198962521,-9.917734036631444,3.7469234131252738,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.12348793473576,37.81121320269581]}"
267,-16.309157927986416,-10.69155834711312,3.6455239694910064,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.10516230293973,37.81381831701975]}"
268,-14.946707877026782,-9.30401792378893,3.6666461075080217,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.12968631019619,37.814177643133405]}"
269,-22.124957457933156,-13.556824263824263,7.191397907978941,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.43816777876283,37.005693887425835]}"
270,-23.341351139558675,-14.74779375201452,7.233620804417608,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.38265189420424,37.03183486219371]}"
271,-16.36405994040294,-10.312414769889095,4.028696182801937,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.42262692434757,37.04773504272263]}"
272,-14.908455375198205,-8.915213027577753,3.9748819471422943,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.37223143690846,37.06758781050167]}"
273,-16.59845704586901,-11.327565279486791,3.365806746782614,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.43699996889347,37.06902511495626]}"
274,-15.761239895562007,-9.52469390087618,4.203921515831282,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.38247223114742,37.071001408581324]}"
275,-17.242824361823313,-11.775128997611024,3.52183930816405,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.36234996878315,37.07207938692227]}"
276,-9.044190173455352,-2.4930252567888718,4.5197716284394245,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.4409525561436,37.07728961557016]}"
277,-21.76674582404069,-13.462939429260622,6.766757913029803,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.73281519195403,37.73943781149466]}"
278,-19.78461040273926,-11.754474316033416,6.353508403359344,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.79686507171176,37.75246338311439]}"
279,-23.37416915819855,-13.156625499490044,10.513670592693312,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.80602788760977,37.752912540756455]}"
280,-23.662109390856656,-14.08553339070632,9.071050819097884,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.76793931956311,37.754529508267865]}"
281,-22.990768624413,-12.742368789235652,10.588635133742072,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.78689377205804,37.756415970364515]}"
282,-22.071344944214825,-11.913884597263955,10.369218707126915,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.7580578514378,37.76351266110906]}"
283,-19.779941864443213,-12.27687959631536,5.627379793612462,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.79542776725717,37.767195753773954]}"
284,-19.84154937497089,-13.124638865565277,4.695599534999499,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.77171224375641,37.77707722189927]}"
285,-23.929441184725732,-14.941480124327928,7.9212935175081425,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.80108715354712,37.77950267316639]}"
286,-19.822680402847354,-12.241990993343084,5.72886965222588,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.78617511983073,37.78013149386528]}"
287,-19.255592463743245,-12.663007419323435,4.563084429114015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.77054443388705,37.78471290181428]}"
288,-16.429658811995772,-8.580710092316384,6.093893667924206,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.75518324252862,37.78588071168364]}"
289,-21.377927592259347,-13.096422706229141,6.732098917264312,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.80297361564377,37.786240037797285]}"
290,-22.37595573490971,-12.501880547964808,9.714210692461945,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.73380333876656,37.78686885849617]}"
291,-20.929701318940964,-13.93697467006637,5.0034857228318845,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.7956972618424,37.790821445746296]}"
292,-15.167155341782943,-9.646722217924692,3.5648668423230876,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.76057313423333,37.794863864524835]}"
293,-21.408419516154186,-13.2434722163382,6.553823329396361,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.80180580577442,37.80070291387161]}"
294,-32.07156691182122,-20.150585938334054,15.563171289170228,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.73964238811334,37.807709773087744]}"
295,-31.837959572822324,-21.464726712226177,10.897409877677761,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.74844587789772,37.815614947587996]}"
296,-15.93324430287062,-8.675042020721774,5.318880440441267,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.77809028227367,37.82334045903142]}"
297,-20.671896018051328,-12.40773558608647,6.705266495130045,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.75087132916484,37.82558624724172]}"
298,-31.790983811897753,-20.430931031026702,13.677454480399415,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.72976091998802,37.827023551696314]}"
299,-20.338915047608026,-10.84566714848819,8.898663613357348,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.49727692445789,37.00623287659631]}"
300,-18.482828264050184,-13.013346927774029,3.523287910523273,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.4597273455817,37.011622768301024]}"
301,-18.16405618417307,-11.589966391791728,4.543692991264372,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.51946531197565,37.01395838803973]}"
302,-23.058841920849524,-15.207786423198893,6.096850554546935,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.46188330226359,37.01539569249432]}"
303,-14.376202190243712,-7.136483094238953,5.2962918608454945,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.48838360314511,37.0212347418411]}"
304,-22.160435383061788,-14.672025686289869,5.608425686177877,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.48712596174735,37.023121203937755]}"
305,-18.04523467104265,-10.435667780675848,5.767089469682242,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.48694629869053,37.02590598131852]}"
306,-16.22131582636596,-10.122050248532908,4.073113927911066,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.48173607004263,37.0370450908416]}"
307,-19.51159973441012,-10.71170338942845,7.585594699329008,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.5153330616687,37.04504009687027]}"
308,-13.508886172554266,-5.167531670741221,6.825515389229578,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.50760755022527,37.06848612578579]}"
309,-17.273293816219276,-8.628939899312913,7.318724372705752,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.48883276078718,37.072169218450675]}"
310,-15.08924934354238,-9.488726836761252,3.6312173991146595,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.50742788716845,37.08303883338852]}"
311,-15.370800651417294,-9.697077794377115,3.692940289730665,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.51425508332775,37.08564394771247]}"
312,-13.340438222259145,-7.85316402433267,3.5377522821370793,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.45119335038257,37.087979567451185]}"
313,-25.59935473172628,-16.76898073700365,7.639015644854845,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.8168076710192,37.193082455693165]}"
314,-15.038039845965747,-9.181217893307807,3.851963784109868,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.86819130527086,37.19739436905694]}"
315,-17.994365758463076,-12.37789720243796,3.644574696240528,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.88858306222036,37.20395207063101]}"
316,-14.473371221970112,-8.542402351052376,3.918292808551726,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.87672530046999,37.205928364256074]}"
317,-16.699240454603103,-7.58920208889668,8.147114811750168,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.85552505976476,37.213114886529034]}"
318,-18.50852373079958,-11.009767404063588,5.621803126119662,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.8324383569629,37.214282696398385]}"
319,-15.484007667604278,-8.002400773742455,5.599647506794889,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.86864046291291,37.21527084321092]}"
320,-15.766525959256462,-7.930514773418898,6.075767109991324,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.87465917531651,37.226679447319235]}"
321,-13.514084609660674,-7.039219709712701,4.441058459342126,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.83414515600272,37.23251849666601]}"
322,-16.155574658648117,-10.801140379174514,3.431179416679599,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.89298480711255,37.241232154921974]}"
323,-16.311009735740367,-7.9939522874881686,6.787435957063136,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.83863673242331,37.24141181797879]}"
324,-15.101139442139843,-6.811015136942041,6.745473345377196,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.8370197649119,37.24320844854704]}"
325,-15.982624330504027,-9.246159856054826,4.716788982805021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.89055935584543,37.25075429693364]}"
326,-14.361817242535833,-10.877326050794665,2.2307408443049486,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.89190682877161,37.25371873737124]}"
327,-14.790797805228843,-7.834295980176319,4.961924850610523,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.88247451828835,37.261084922701016]}"
328,-16.697725783538054,-10.339245121260385,4.323625466706942,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.89379329086826,37.26431885772384]}"
329,-14.033235483432119,-7.534502499289538,4.465532951589697,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.82839593818436,37.26710363510461]}"
330,-16.591459472525937,-4.643492265629169,15.660178958108657,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.29865941513907,37.829179508378196]}"
331,-20.331406214487167,-12.611117058866707,5.916010219809926,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.33108859689578,37.836366030651156]}"
332,-14.949289553317431,-9.402626466016907,3.5864626198393696,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.29803059444019,37.83753384052051]}"
333,-17.6833561500071,-11.296278186459848,4.352189495044047,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.34411416851552,37.8396897972024]}"
334,-14.424234266336711,-8.85907168756007,3.601772334299469,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.32039864501476,37.84139659624223]}"
335,-18.488978263113065,-11.430118496138707,5.080260436465542,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.33090893383897,37.85783576594161]}"
336,-18.752038245113244,-11.354667145567193,5.492083227553297,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.30413913837221,37.864932456686155]}"
337,-15.932677370302269,-10.641363235543153,3.3816714696337753,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.29695261609925,37.866369761140746]}"
338,-18.663127515872542,-11.443135281692516,5.272289186596289,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.34052090737904,37.8825394362549]}"
339,-17.221521968986963,-10.759470611212114,4.4279747507792715,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.3530074898283,37.8863123604482]}"
340,-19.815880183775302,-13.128487226193425,4.6637933169195245,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.27763883749067,37.8908039368688]}"
341,-16.262894370044492,-9.631404244579945,4.60414521182176,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.31824268833287,37.89439719800528]}"
342,-15.092726316476151,-7.569542852185987,5.653512365802251,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.27952529958732,37.89547517634622]}"
343,-16.183395571006656,-7.836965767335195,6.83349656372615,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.31851218291811,37.89969725818158]}"
344,-13.67701188413776,-7.916229870186463,3.767716363990027,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.26479292892776,37.91056687311943]}"
345,-15.36142993592567,-9.598440364810923,3.769632014285041,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.32147662335571,37.91299232438655]}"
346,-17.458430978226012,-8.941926710970733,7.106412724353625,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.34177854877682,37.913621145085436]}"
347,-21.011198846355956,-14.014903427310209,5.007598975466962,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.27170995661548,37.913621145085436]}"
348,-17.098595832990974,-9.95854003928247,5.176134816759062,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.3100680192474,37.9155974387105]}"
349,-16.929963014086756,-10.554785177604899,4.340280360185292,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.0131748178459,37.73800050704007]}"
350,-16.334341576773937,-10.296842991790967,4.015594571877051,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.05413799480174,37.747881975165384]}"
351,-21.63705975312319,-14.153508449201427,5.602155125273944,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.06878053393288,37.76198552512606]}"
352,-15.562879842033208,-9.64750787603925,3.904246202944744,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.02736819933497,37.775999243558324]}"
353,-24.635480863799945,-13.516204133656249,12.939803252647863,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.0147917853573,37.781478966791454]}"
354,-14.51107220916649,-8.743489635133372,3.7736208030468683,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.03302758562494,37.78327559735969]}"
355,-15.250441328252045,-10.128664178984621,3.2522035154498825,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.03994461331266,37.78471290181428]}"
356,-17.66668265798757,-8.664239972409597,7.947751296227223,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.009491725181,37.79136043491677]}"
357,-17.629901002136123,-11.073470069991268,4.525255378333662,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.06204316930199,37.792977402428185]}"
358,-21.37592051403731,-12.343927518426506,8.002013865373202,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.00517981181723,37.827562540866786]}"
359,-17.07497701723188,-9.995704292382317,5.104195173062619,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.02467325348262,37.82837102462249]}"
360,-15.670340736936279,-9.431593004203693,4.206053313716067,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.7603934711765,37.09381861679796]}"
361,-17.482542871965126,-11.300094122719868,4.151880785159447,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.73497114863592,37.10253227505392]}"
362,-18.158594157205762,-10.40060328741454,5.9675915039933765,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.75751886226732,37.11825279252601]}"
363,-15.840231974161767,-9.374552097858778,4.4316758574999975,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.78276152175108,37.12049858073631]}"
364,-14.906981740993723,-10.253214993767399,2.9199584707801076,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.78401916314886,37.12903257593545]}"
365,-15.865244799262673,-10.876752742375185,3.1539093431368994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.76542403676757,37.13612926667999]}"
